	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
RhASF-10_1_2216	RhASF-10	1	2216	2440793	2441806	1	C	K00344	NADPH:quinone reductase [EC:1.6.5.5]								Zinc-binding dehydrogenase [PF00107.31]; Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF13602.11]					0
RhASF-10_1_2217	RhASF-10	1	2217	2441887	2443107	-1	D										Amidohydrolase [PF04909.19]					0
RhASF-10_1_2218	RhASF-10	1	2218	2443361	2444926	-1	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27]					0
RhASF-10_1_2219	RhASF-10	1	2219	2445011	2446612	-1	C	K02035	peptide/nickel transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 5 Middle [PF00496.27]					0
RhASF-10_1_2220	RhASF-10	1	2220	2446733	2447683	-1	C	K02033	peptide/nickel transport system permease protein								Binding-prot-dependent transport system membrane comp, N-term [PF19300.4]					0
RhASF-10_1_2221	RhASF-10	1	2221	2447739	2448566	-1	C	K02032	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.32]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.17]					0
RhASF-10_1_2222	RhASF-10	1	2222	2448563	2449606	-1	C	K02031	peptide/nickel transport system ATP-binding protein								ABC transporter [PF00005.32]; Oligopeptide/dipeptide transporter, C-terminal region [PF08352.17]					0
RhASF-10_1_2223	RhASF-10	1	2223	2449599	2450522	-1	C	K02034	peptide/nickel transport system permease protein								N-terminal TM domain of oligopeptide transport permease C [PF12911.12]					0
RhASF-10_1_2224	RhASF-10	1	2224	2450495	2451679	-1	D										Thiolase C-terminal domain-like [PF22691.1]; Thiolase, N-terminal domain [PF00108.28]					0
RhASF-10_1_2225	RhASF-10	1	2225	2451676	2452089	-1	D										DUF35 OB-fold domain, acyl-CoA-associated [PF01796.22]; Rubredoxin-like zinc ribbon domain (DUF35_N) [PF12172.13]					0
RhASF-10_1_2226	RhASF-10	1	2226	2452721	2453935	1	D										CoA-transferase family III [PF02515.22]					0
RhASF-10_1_2227	RhASF-10	1	2227	2454078	2455211	-1	D										Alcohol dehydrogenase GroES-like domain [PF08240.17]; Zinc-binding dehydrogenase [PF00107.31]; Glucose dehydrogenase C-terminus [PF16912.10]					0
RhASF-10_1_2228	RhASF-10	1	2228	2455241	2456677	-1	D										Aldehyde dehydrogenase family [PF00171.27]					0
RhASF-10_1_2229	RhASF-10	1	2229	2456749	2457852	-1	C	K00320	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]								Luciferase-like monooxygenase [PF00296.25]					0
RhASF-10_1_2230	RhASF-10	1	2230	2457980	2459089	1	D										Phosphotransferase enzyme family [PF01636.28]					0
RhASF-10_1_2231	RhASF-10	1	2231	2459086	2459550	1	D										N-terminal half of MaoC dehydratase [PF13452.11]; MFE-2 hydratase 2 N-terminal domain [PF22622.1]					0
RhASF-10_1_2232	RhASF-10	1	2232	2459547	2459975	1	D										MaoC like domain [PF01575.24]; N-terminal half of MaoC dehydratase [PF13452.11]					0
RhASF-10_1_2233	RhASF-10	1	2233	2460041	2461369	1	C	K21961	TetR/AcrR family transcriptional regulator, ethionamide resistance regulator								Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_2234	RhASF-10	1	2234	2461562	2462332	1	C	K08683	3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]								Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.24]					0
RhASF-10_1_2235	RhASF-10	1	2235	2462530	2463717	-1	C	K18289	itaconate CoA-transferase [EC:2.8.3.- 2.8.3.22]								CoA-transferase family III [PF02515.22]					0
RhASF-10_1_2236	RhASF-10	1	2236	2463749	2465905	-1	D										Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]					0
RhASF-10_1_2237	RhASF-10	1	2237	2466185	2467699	1	D										AMP-binding enzyme [PF00501.33]; AMP-binding enzyme C-terminal domain [PF13193.11]					0
RhASF-10_1_2238	RhASF-10	1	2238	2467754	2468059	1	E															0
RhASF-10_1_2239	RhASF-10	1	2239	2468114	2469166	1	C	K01796	alpha-methylacyl-CoA racemase [EC:5.1.99.4]								CoA-transferase family III [PF02515.22]					0
RhASF-10_1_2240	RhASF-10	1	2240	2469157	2470242	1	C	K01796	alpha-methylacyl-CoA racemase [EC:5.1.99.4]								CoA-transferase family III [PF02515.22]					0
RhASF-10_1_2241	RhASF-10	1	2241	2470274	2471083	1	C	K08299	crotonobetainyl-CoA hydratase [EC:4.2.1.149]	MER1073240	S49C	MER1073240 - subfamily S49C non-peptidase homologues (Acinetobacter bohemicus) [S49.UNC]#S49C#{peptidase unit: 84-212}~source N8Q6E4~	False	0.408	81.0	2.321e-15	Enoyl-CoA hydratase/isomerase [PF00378.25]; Enoyl-CoA hydratase/isomerase [PF16113.10]; RbsD / FucU transport protein family [PF05025.18]					0
RhASF-10_1_2242	RhASF-10	1	2242	2471084	2471797	1	D										Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; NAD dependent epimerase/dehydratase family [PF01370.26]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.24]; GDP-mannose 4,6 dehydratase [PF16363.10]					0
RhASF-10_1_2243	RhASF-10	1	2243	2471883	2473520	-1	C	K05898	3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]								FAD binding domain [PF00890.29]; FAD dependent oxidoreductase [PF01266.29]; HI0933-like protein Rossmann domain [PF03486.19]; FAD dependent oxidoreductase [PF12831.12]					0
RhASF-10_1_2244	RhASF-10	1	2244	2473553	2475178	-1	C	K05712	3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]								FAD binding domain [PF01494.24]; FAD binding domain [PF00890.29]; Lycopene cyclase protein [PF05834.17]					0
RhASF-10_1_2245	RhASF-10	1	2245	2475345	2476205	-1	C	K05713	2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16]								Catalytic LigB subunit of aromatic ring-opening dioxygenase [PF02900.23]					0
RhASF-10_1_2246	RhASF-10	1	2246	2477334	2477501	-1	E															0
RhASF-10_1_2247	RhASF-10	1	2247	2477735	2478679	1	C	K02030	polar amino acid transport system substrate-binding protein								Bacterial extracellular solute-binding proteins, family 3 [PF00497.25]					0
RhASF-10_1_2248	RhASF-10	1	2248	2478730	2479626	1	C	K02029	polar amino acid transport system permease protein								Binding-protein-dependent transport system inner membrane component [PF00528.27]; Bovine immunodeficiency virus surface protein (SU) [PF05858.17]					0
RhASF-10_1_2249	RhASF-10	1	2249	2479623	2480387	1	C	K02028	polar amino acid transport system ATP-binding protein [EC:7.4.2.1]								ABC transporter [PF00005.32]; RecF/RecN/SMC N terminal domain [PF02463.24]					0
RhASF-10_1_2250	RhASF-10	1	2250	2480391	2481716	1	D										Aminotransferase class-III [PF00202.26]					0
RhASF-10_1_2251	RhASF-10	1	2251	2481713	2482687	1	C	K07048	phosphotriesterase-related protein								Phosphotriesterase family [PF02126.23]					0
RhASF-10_1_2252	RhASF-10	1	2252	2482710	2483477	-1	D										Tetracyclin repressor-like, C-terminal domain [PF02909.22]; Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_2253	RhASF-10	1	2253	2483485	2485209	-1	D										Dehydratase family [PF00920.26]					0
RhASF-10_1_2254	RhASF-10	1	2254	2485219	2486067	-1	C	K01816	hydroxypyruvate isomerase [EC:5.3.1.22]								Xylose isomerase-like TIM barrel [PF01261.29]					0
RhASF-10_1_2255	RhASF-10	1	2255	2486109	2486966	-1	D										NAD binding domain of 6-phosphogluconate dehydrogenase [PF03446.20]; NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase [PF14833.11]					0
RhASF-10_1_2256	RhASF-10	1	2256	2487661	2488053	-1	D										short chain dehydrogenase [PF00106.30]; Enoyl-(Acyl carrier protein) reductase [PF13561.11]; KR domain [PF08659.15]					0
RhASF-10_1_2257	RhASF-10	1	2257	2488053	2488880	-1	C	K12466	(+)-trans-carveol dehydrogenase [EC:1.1.1.275]								Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15]					0
RhASF-10_1_2258	RhASF-10	1	2258	2488972	2489562	1	C	K24699	TetR/AcrR family transcriptional regulator, regulator of mycofactocin system								MftR C-terminal domain [PF17754.6]; Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_2259	RhASF-10	1	2259	2489633	2490280	-1	E															0
RhASF-10_1_2260	RhASF-10	1	2260	2490345	2491790	1	D										Fungal trichothecene efflux pump (TRI12) [PF06609.18]; Major Facilitator Superfamily [PF07690.21]					0
RhASF-10_1_2261	RhASF-10	1	2261	2491960	2493144	-1	C	K24693	pre-mycofactocin synthase [EC:1.4.3.26]								FMN-dependent dehydrogenase [PF01070.23]; Conserved region in glutamate synthase [PF01645.22]; Nitronate monooxygenase [PF03060.20]					0
RhASF-10_1_2262	RhASF-10	1	2262	2493141	2494319	-1	C	K24693	pre-mycofactocin synthase [EC:1.4.3.26]								FMN-dependent dehydrogenase [PF01070.23]; Conserved region in glutamate synthase [PF01645.22]; Nitronate monooxygenase [PF03060.20]					0
RhASF-10_1_2263	RhASF-10	1	2263	2494319	2495560	-1	C	K24696	[mycofactocin precursor peptide]-tyrosine decarboxylase / 3-amino-5-[(4-hydroxyphenyl)methyl]-4,4-dimethylpyrrolidin-2-one synthase [EC:1.3.98.7 4.1.99.26]								Radical SAM superfamily [PF04055.26]; 4Fe-4S single cluster domain [PF13353.11]; Iron-sulfur cluster-binding domain [PF13186.11]					0
RhASF-10_1_2264	RhASF-10	1	2264	2495659	2495943	-1	C	K24695	mycofactocin biosynthesis protein MftB													0
RhASF-10_1_2265	RhASF-10	1	2265	2495946	2496059	-1	C	K24694	mycofactocin precursor peptide MftA													0
RhASF-10_1_2266	RhASF-10	1	2266	2496166	2496771	1	C	K24699	TetR/AcrR family transcriptional regulator, regulator of mycofactocin system								MftR C-terminal domain [PF17754.6]; Bacterial regulatory proteins, tetR family [PF00440.28]					0
RhASF-10_1_2267	RhASF-10	1	2267	2497078	2497893	1	D										short chain dehydrogenase [PF00106.30]; Enoyl-(Acyl carrier protein) reductase [PF13561.11]; KR domain [PF08659.15]					0
RhASF-10_1_2268	RhASF-10	1	2268	2497948	2498952	1	D										Rv3651-like, C-terminal domain [PF21043.2]; Rv3651-like, N-terminal [PF18007.6]					0
RhASF-10_1_2269	RhASF-10	1	2269	2499048	2499605	-1	D										Helix-turn-helix [PF01381.27]; Helix-turn-helix domain [PF12844.12]; Helix-turn-helix domain [PF13560.11]					0
RhASF-10_1_2270	RhASF-10	1	2270	2500207	2501655	-1	C	K03977	GTPase								KH-domain-like of EngA bacterial GTPase enzymes, C-terminal [PF14714.11]; MnmE helical domain [PF12631.12]; 50S ribosome-binding GTPase [PF01926.28]; Ferrous iron transport protein B [PF02421.23]; Elongation factor Tu GTP binding domain [PF00009.32]; Ras family [PF00071.27]; RsgA GTPase [PF03193.21]; Ethanolamine utilisation - propanediol utilisation [PF10662.14]; AIG1 family [PF04548.21]; ADP-ribosylation factor family [PF00025.26]; Interferon-inducible GTPase (IIGP) [PF05049.18]					0
RhASF-10_1_2271	RhASF-10	1	2271	2501652	2502335	-1	C	K00945	CMP/dCMP kinase [EC:2.7.4.25]								Cytidylate kinase [PF02224.23]					0
RhASF-10_1_2272	RhASF-10	1	2272	2502335	2503054	-1	C	K06178	23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]								RNA pseudouridylate synthase [PF00849.27]					0
RhASF-10_1_2273	RhASF-10	1	2273	2503109	2503690	1	E															0
RhASF-10_1_2274	RhASF-10	1	2274	2503544	2504227	-1	C	K06024	segregation and condensation protein B								Segregation and condensation complex subunit ScpB [PF04079.21]					0
RhASF-10_1_2275	RhASF-10	1	2275	2504224	2505060	-1	C	K05896	segregation and condensation protein A								Segregation and condensation protein ScpA [PF02616.19]					0
RhASF-10_1_2276	RhASF-10	1	2276	2505057	2506019	-1	C	K03496	chromosome partitioning protein								AAA domain [PF13614.11]; Cellulose biosynthesis protein BcsQ [PF06564.17]; VirC1 protein [PF07015.16]; NUBPL iron-transfer P-loop NTPase [PF10609.14]; ATPase MipZ [PF09140.16]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.28]; 4Fe-4S iron sulfur cluster binding proteins, NifH/frxC family [PF00142.23]; Anion-transporting ATPase [PF02374.20]					0
RhASF-10_1_2277	RhASF-10	1	2277	2506129	2507043	-1	C	K04763	integrase/recombinase XerD								Phage integrase family [PF00589.27]; Phage integrase, N-terminal SAM-like domain [PF02899.22]					0
RhASF-10_1_2278	RhASF-10	1	2278	2507049	2507681	-1	C	K01554	8-oxo-dGDP phosphatase [EC:3.6.1.58]								NUDIX domain [PF00293.33]					0
RhASF-10_1_2279	RhASF-10	1	2279	2507678	2509408	-1	C	K01937	CTP synthase [EC:6.3.4.2]	MER0451627	C26	MER0451627 - CTP synthetase (Rhodococcus imtechensis) [C26.964]#C26#{peptidase unit: 193-532}~source ZP_10000904~	True	0.873	618.0	8.529e-195	CTP synthase N-terminus [PF06418.19]; Glutamine amidotransferase class-I [PF00117.33]; Peptidase C26 [PF07722.18]					0
RhASF-10_1_2280	RhASF-10	1	2280	2509559	2510506	-1	D										Copper transport outer membrane protein, MctB [PF11382.13]					0
RhASF-10_1_2281	RhASF-10	1	2281	2510503	2511696	-1	D										SteA-like C-terminal domain [PF12555.13]					0
RhASF-10_1_2282	RhASF-10	1	2282	2511772	2513541	-1	C	K03631	DNA repair protein RecN (Recombination protein N)								RecF/RecN/SMC N terminal domain [PF02463.24]					0
RhASF-10_1_2283	RhASF-10	1	2283	2513544	2514509	-1	C	K00858	NAD+ kinase [EC:2.7.1.23]								ATP-NAD kinase C-terminal domain [PF20143.4]; ATP-NAD kinase N-terminal domain [PF01513.26]					0
RhASF-10_1_2284	RhASF-10	1	2284	2514506	2515252	-1	C	K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]								FtsJ-like methyltransferase [PF01728.24]					0
RhASF-10_1_2285	RhASF-10	1	2285	2515329	2515571	-1	E															0
RhASF-10_1_2286	RhASF-10	1	2286	2515649	2516638	-1	C	K06117	glycerol-1-phosphatase [EC:3.1.3.21]								Haloacid dehalogenase-like hydrolase [PF13344.11]; HAD-hyrolase-like [PF13242.11]					0
RhASF-10_1_2287	RhASF-10	1	2287	2516635	2517516	-1	E															0
RhASF-10_1_2288	RhASF-10	1	2288	2523456	2524730	-1	C	K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]								tRNA synthetases class I (W and Y) [PF00579.30]; Tyrosine--tRNA ligase SYY-like C-terminal domain [PF22421.1]					0
RhASF-10_1_2289	RhASF-10	1	2289	2524769	2525422	-1	C	K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]								Methylpurine-DNA glycosylase (MPG) [PF02245.21]					0
RhASF-10_1_2290	RhASF-10	1	2290	2525494	2526225	1	C	K01990	ABC-2 type transport system ATP-binding protein								ABC transporter [PF00005.32]					0
RhASF-10_1_2291	RhASF-10	1	2291	2526222	2526977	1	C	K01992	ABC-2 type transport system permease protein								ABC-2 type transporter [PF01061.29]; ABC-2 family transporter protein [PF12698.12]					0
RhASF-10_1_2292	RhASF-10	1	2292	2527023	2527229	-1	C	K09791	uncharacterized protein								Trm112p-like protein [PF03966.21]					0
RhASF-10_1_2293	RhASF-10	1	2293	2527316	2530333	-1	C	K03822	putative long chain acyl-CoA synthase [EC:6.2.1.-]	MER0096207	S33	MER0096207 - family S33 unassigned peptidases (Rhodococcus jostii) [S33.UPW]#S33#{peptidase unit: 38-355}~source ABG92776~	True	0.834	549.0	2.486e-164						0
RhASF-10_1_2294	RhASF-10	1	2294	2530442	2531890	-1	C	K01755	argininosuccinate lyase [EC:4.3.2.1]								Lyase [PF00206.25]; Argininosuccinate lyase C-terminal [PF14698.11]					0
RhASF-10_1_2295	RhASF-10	1	2295	2531887	2533086	-1	C	K01940	argininosuccinate synthase [EC:6.3.4.5]								Arginosuccinate synthase C-terminal domain [PF20979.2]; Arginosuccinate synthase N-terminal HUP domain [PF00764.24]					0
RhASF-10_1_2296	RhASF-10	1	2296	2533138	2533653	-1	C	K03402	transcriptional regulator of arginine metabolism								Arginine repressor, DNA binding domain [PF01316.26]; Arginine repressor, C-terminal domain [PF02863.23]					0
RhASF-10_1_2297	RhASF-10	1	2297	2533650	2534585	-1	C	K00611	ornithine carbamoyltransferase [EC:2.1.3.3]								Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain [PF00185.29]; Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain [PF02729.26]					0
RhASF-10_1_2298	RhASF-10	1	2298	2534582	2535787	-1	C	K00821	acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17]								Aminotransferase class-III [PF00202.26]					0
RhASF-10_1_2299	RhASF-10	1	2299	2535784	2536698	-1	C	K00930	acetylglutamate kinase [EC:2.7.2.8]								Amino acid kinase family [PF00696.33]					0
RhASF-10_1_2300	RhASF-10	1	2300	2536695	2537933	-1	C	K00620	glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]	MER1103022	T05	MER1103022 - family T5 unassigned peptidases (Rhodococcus sp. B7740) [T05.UPW]#T05#{peptidase unit: 208-412}~source A0A0D5A751~	True	0.882	378.0	9.687e-115	ArgJ family [PF01960.23]					0
RhASF-10_1_2301	RhASF-10	1	2301	2537930	2538985	-1	C	K00145	N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]								Semialdehyde dehydrogenase, dimerisation domain [PF22698.1]; Semialdehyde dehydrogenase, NAD binding domain [PF01118.29]					0
RhASF-10_1_2302	RhASF-10	1	2302	2539038	2539595	-1	E															0
RhASF-10_1_2303	RhASF-10	1	2303	2539731	2542217	-1	C	K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]								B3/4 domain [PF03483.22]; Phenylalanyl tRNA synthetase beta chain CLM domain [PF17759.6]; Ferredoxin-fold anticodon binding domain [PF03147.19]; Putative tRNA binding domain [PF01588.25]; tRNA synthetase B5 domain [PF03484.20]					0
RhASF-10_1_2304	RhASF-10	1	2304	2542273	2543340	-1	C	K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]								tRNA synthetases class II core domain (F) [PF01409.25]; Aminoacyl tRNA synthetase class II, N-terminal domain [PF02912.23]					0
RhASF-10_1_2305	RhASF-10	1	2305	2543414	2544220	-1	C	K03437	RNA methyltransferase, TrmH family								SpoU rRNA Methylase family [PF00588.24]; MRM3-like substrate binding domain [PF22435.1]					0
RhASF-10_1_2306	RhASF-10	1	2306	2544259	2544648	-1	C	K02887	large subunit ribosomal protein L20								Ribosomal protein L20 [PF00453.23]					0
RhASF-10_1_2307	RhASF-10	1	2307	2544735	2544929	-1	C	K02916	large subunit ribosomal protein L35								Ribosomal protein L35 [PF01632.24]					0
RhASF-10_1_2308	RhASF-10	1	2308	2545046	2545786	-1	C	K02520	translation initiation factor IF-3								Translation initiation factor IF-3, C-terminal domain [PF00707.27]; Translation initiation factor IF-3, N-terminal domain [PF05198.21]					0
RhASF-10_1_2309	RhASF-10	1	2309	2546169	2546555	1	D										Domain of unknown function (DUF1844) [PF08899.16]					0
RhASF-10_1_2310	RhASF-10	1	2310	2546668	2549598	-1	C	K03701	excinuclease ABC subunit A								UvrA interaction domain [PF17760.6]; UvrA DNA-binding domain [PF17755.6]; ABC transporter [PF00005.32]; AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.11]					0
RhASF-10_1_2311	RhASF-10	1	2311	2549775	2550548	1	D										Metallo-beta-lactamase superfamily [PF00753.32]; Metallo-beta-lactamase superfamily [PF14597.11]					0
RhASF-10_1_2312	RhASF-10	1	2312	2550686	2551876	1	E															0
RhASF-10_1_2313	RhASF-10	1	2313	2552025	2554346	1	D										Viral (Superfamily 1) RNA helicase [PF01443.23]; UvrD-like helicase C-terminal domain [PF13538.11]; UvrD/REP helicase N-terminal domain [PF00580.26]					0
RhASF-10_1_2314	RhASF-10	1	2314	2554417	2554869	-1	D										Universal stress protein family [PF00582.31]					0
RhASF-10_1_2315	RhASF-10	1	2315	2555088	2557904	1	C	K01990	ABC-2 type transport system ATP-binding protein	MER0061322	S15	MER0061322 - family S15 unassigned peptidases (Saccharomonospora viridis) [S15.UPW]#S15#{peptidase unit: 82-571}~source GEBA2500356777~	True	0.434	377.0	1.6359999999999998e-107	ABC transporter [PF00005.32]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.23]; X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain [PF08530.15]; Serine aminopeptidase, S33 [PF12146.13]; Acetyl xylan esterase (AXE1) [PF05448.17]; alpha/beta hydrolase fold [PF00561.25]; Dienelactone hydrolase family [PF01738.23]; Prolyl oligopeptidase family [PF00326.26]; Abhydrolase family [PF12715.12]; Chlorophyllase [PF07224.16]; Cutinase [PF12740.12]; Alpha/beta hydrolase family [PF12697.12]; Platelet-activating factor acetylhydrolase, isoform II [PF03403.18]					0
